time_taken,is_correct,attempts,key_presses,backspace_presses,mouse_movements,actual,response
11272,1,1,7,0,"[{'x': 790, 'y': 490}, {'x': 790, 'y': 492}, {'x': 790, 'y': 496}, {'x': 790, 'y': 501}, {'x': 790, 'y': 504}, {'x': 790, 'y': 508}, {'x': 790, 'y': 510}, {'x': 789, 'y': 512}, {'x': 791, 'y': 512}, {'x': 798, 'y': 511}, {'x': 805, 'y': 511}, {'x': 819, 'y': 509}, {'x': 823, 'y': 509}, {'x': 826, 'y': 509}, {'x': 824, 'y': 508}, {'x': 813, 'y': 504}, {'x': 806, 'y': 502}, {'x': 803, 'y': 502}, {'x': 799, 'y': 502}, {'x': 796, 'y': 503}, {'x': 795, 'y': 504}, {'x': 794, 'y': 504}, {'x': 793, 'y': 504}, {'x': 793, 'y': 504}, {'x': 792, 'y': 504}, {'x': 791, 'y': 503}, {'x': 791, 'y': 504}, {'x': 791, 'y': 505}, {'x': 791, 'y': 506}, {'x': 790, 'y': 507}, {'x': 790, 'y': 508}, {'x': 791, 'y': 511}, {'x': 792, 'y': 514}, {'x': 793, 'y': 520}, {'x': 794, 'y': 526}, {'x': 795, 'y': 530}, {'x': 795, 'y': 532}, {'x': 795, 'y': 534}, {'x': 795, 'y': 534}, {'x': 795, 'y': 535}, {'x': 795, 'y': 536}, {'x': 795, 'y': 537}, {'x': 795, 'y': 537}, {'x': 795, 'y': 538}, {'x': 795, 'y': 540}, {'x': 796, 'y': 545}, {'x': 796, 'y': 548}, {'x': 796, 'y': 552}, {'x': 796, 'y': 555}, {'x': 797, 'y': 558}, {'x': 797, 'y': 559}, {'x': 797, 'y': 559}]",3t4An,3t4An
5582,1,1,7,0,"[{'x': 794, 'y': 483}, {'x': 796, 'y': 491}, {'x': 796, 'y': 495}, {'x': 797, 'y': 501}, {'x': 797, 'y': 505}, {'x': 797, 'y': 508}, {'x': 797, 'y': 509}, {'x': 796, 'y': 510}, {'x': 796, 'y': 511}, {'x': 795, 'y': 512}, {'x': 795, 'y': 513}, {'x': 795, 'y': 514}, {'x': 795, 'y': 518}, {'x': 795, 'y': 527}, {'x': 794, 'y': 529}, {'x': 794, 'y': 531}, {'x': 794, 'y': 533}, {'x': 794, 'y': 536}, {'x': 794, 'y': 537}, {'x': 794, 'y': 541}, {'x': 794, 'y': 544}, {'x': 794, 'y': 545}, {'x': 794, 'y': 548}, {'x': 794, 'y': 549}, {'x': 793, 'y': 550}, {'x': 793, 'y': 551}, {'x': 793, 'y': 552}]",25x15,25x15
6801,1,1,9,0,"[{'x': 772, 'y': 465}, {'x': 772, 'y': 466}, {'x': 773, 'y': 469}, {'x': 774, 'y': 478}, {'x': 780, 'y': 492}, {'x': 782, 'y': 497}, {'x': 784, 'y': 501}, {'x': 784, 'y': 502}, {'x': 784, 'y': 503}, {'x': 786, 'y': 505}, {'x': 786, 'y': 506}, {'x': 787, 'y': 514}, {'x': 790, 'y': 534}, {'x': 792, 'y': 541}, {'x': 794, 'y': 551}, {'x': 796, 'y': 561}, {'x': 796, 'y': 569}, {'x': 796, 'y': 572}, {'x': 796, 'y': 574}, {'x': 796, 'y': 576}, {'x': 795, 'y': 577}]",1eQSI,1eQSI
21621,0,1,8,0,"[{'x': 762, 'y': 425}, {'x': 762, 'y': 429}, {'x': 762, 'y': 436}, {'x': 762, 'y': 440}, {'x': 762, 'y': 452}, {'x': 764, 'y': 461}, {'x': 767, 'y': 469}, {'x': 769, 'y': 471}, {'x': 770, 'y': 473}, {'x': 772, 'y': 476}, {'x': 775, 'y': 480}, {'x': 778, 'y': 485}, {'x': 779, 'y': 486}, {'x': 780, 'y': 488}, {'x': 780, 'y': 489}, {'x': 780, 'y': 490}, {'x': 780, 'y': 491}, {'x': 780, 'y': 492}, {'x': 780, 'y': 493}, {'x': 779, 'y': 494}, {'x': 778, 'y': 495}, {'x': 778, 'y': 496}, {'x': 778, 'y': 498}, {'x': 777, 'y': 498}, {'x': 776, 'y': 498}, {'x': 776, 'y': 499}, {'x': 776, 'y': 500}, {'x': 779, 'y': 504}, {'x': 782, 'y': 506}, {'x': 783, 'y': 507}, {'x': 783, 'y': 508}, {'x': 784, 'y': 509}, {'x': 785, 'y': 509}, {'x': 786, 'y': 509}, {'x': 786, 'y': 513}, {'x': 786, 'y': 518}, {'x': 786, 'y': 529}, {'x': 786, 'y': 543}, {'x': 786, 'y': 551}, {'x': 787, 'y': 558}, {'x': 788, 'y': 566}, {'x': 788, 'y': 572}, {'x': 790, 'y': 579}, {'x': 791, 'y': 588}, {'x': 792, 'y': 592}, {'x': 792, 'y': 595}, {'x': 792, 'y': 596}, {'x': 793, 'y': 597}, {'x': 793, 'y': 598}, {'x': 793, 'y': 595}, {'x': 793, 'y': 593}, {'x': 794, 'y': 590}, {'x': 795, 'y': 586}, {'x': 795, 'y': 585}, {'x': 795, 'y': 584}, {'x': 795, 'y': 583}, {'x': 795, 'y': 582}]",3SOfF,31SOFF
7922,0,2,7,0,"[{'x': 789, 'y': 558}, {'x': 784, 'y': 535}, {'x': 782, 'y': 526}, {'x': 782, 'y': 515}, {'x': 782, 'y': 511}, {'x': 782, 'y': 508}, {'x': 783, 'y': 506}, {'x': 784, 'y': 504}, {'x': 785, 'y': 502}, {'x': 786, 'y': 500}, {'x': 787, 'y': 498}, {'x': 788, 'y': 492}, {'x': 788, 'y': 490}, {'x': 789, 'y': 488}, {'x': 789, 'y': 487}, {'x': 789, 'y': 486}, {'x': 789, 'y': 485}, {'x': 790, 'y': 489}, {'x': 790, 'y': 495}, {'x': 790, 'y': 497}, {'x': 790, 'y': 500}, {'x': 790, 'y': 502}, {'x': 790, 'y': 503}, {'x': 789, 'y': 503}, {'x': 789, 'y': 504}, {'x': 788, 'y': 505}, {'x': 788, 'y': 506}, {'x': 787, 'y': 506}, {'x': 786, 'y': 506}, {'x': 785, 'y': 503}, {'x': 784, 'y': 498}, {'x': 784, 'y': 493}, {'x': 784, 'y': 491}, {'x': 784, 'y': 487}, {'x': 784, 'y': 484}, {'x': 784, 'y': 483}, {'x': 784, 'y': 482}, {'x': 784, 'y': 481}, {'x': 784, 'y': 484}, {'x': 784, 'y': 492}, {'x': 784, 'y': 497}, {'x': 784, 'y': 502}, {'x': 784, 'y': 504}, {'x': 784, 'y': 509}, {'x': 784, 'y': 513}, {'x': 784, 'y': 517}, {'x': 784, 'y': 520}, {'x': 784, 'y': 521}, {'x': 784, 'y': 522}, {'x': 784, 'y': 523}]",3SOfF,31sOFF
10441,0,3,11,2,"[{'x': 784, 'y': 521}, {'x': 786, 'y': 518}, {'x': 787, 'y': 515}, {'x': 788, 'y': 513}, {'x': 790, 'y': 510}, {'x': 792, 'y': 506}, {'x': 796, 'y': 498}, {'x': 798, 'y': 493}, {'x': 798, 'y': 488}, {'x': 798, 'y': 486}, {'x': 798, 'y': 485}, {'x': 798, 'y': 484}, {'x': 798, 'y': 483}, {'x': 798, 'y': 482}, {'x': 797, 'y': 481}, {'x': 795, 'y': 477}, {'x': 792, 'y': 473}, {'x': 789, 'y': 470}, {'x': 786, 'y': 468}, {'x': 786, 'y': 467}, {'x': 782, 'y': 472}, {'x': 768, 'y': 487}, {'x': 757, 'y': 497}, {'x': 750, 'y': 505}, {'x': 747, 'y': 508}, {'x': 745, 'y': 510}, {'x': 745, 'y': 511}, {'x': 750, 'y': 509}, {'x': 759, 'y': 508}, {'x': 778, 'y': 508}, {'x': 784, 'y': 508}, {'x': 800, 'y': 508}, {'x': 810, 'y': 508}, {'x': 820, 'y': 509}, {'x': 823, 'y': 509}, {'x': 826, 'y': 509}, {'x': 828, 'y': 508}, {'x': 828, 'y': 507}, {'x': 828, 'y': 508}, {'x': 828, 'y': 509}, {'x': 829, 'y': 509}, {'x': 831, 'y': 511}, {'x': 833, 'y': 513}, {'x': 834, 'y': 514}, {'x': 835, 'y': 515}, {'x': 836, 'y': 515}, {'x': 837, 'y': 516}, {'x': 838, 'y': 517}]",3SOfF,3ISOFF
6508,0,4,10,1,"[{'x': 831, 'y': 509}, {'x': 816, 'y': 499}, {'x': 808, 'y': 495}, {'x': 802, 'y': 495}, {'x': 799, 'y': 494}, {'x': 796, 'y': 494}, {'x': 795, 'y': 494}, {'x': 794, 'y': 494}, {'x': 793, 'y': 494}, {'x': 791, 'y': 494}, {'x': 791, 'y': 493}, {'x': 791, 'y': 492}, {'x': 791, 'y': 490}, {'x': 791, 'y': 488}, {'x': 793, 'y': 480}, {'x': 793, 'y': 476}, {'x': 793, 'y': 473}, {'x': 793, 'y': 472}, {'x': 793, 'y': 471}, {'x': 793, 'y': 470}, {'x': 792, 'y': 470}, {'x': 792, 'y': 469}, {'x': 792, 'y': 468}, {'x': 792, 'y': 467}, {'x': 795, 'y': 469}, {'x': 798, 'y': 471}, {'x': 803, 'y': 475}, {'x': 812, 'y': 481}, {'x': 820, 'y': 486}, {'x': 827, 'y': 491}, {'x': 831, 'y': 495}, {'x': 833, 'y': 496}, {'x': 834, 'y': 497}, {'x': 835, 'y': 498}, {'x': 836, 'y': 499}, {'x': 837, 'y': 500}, {'x': 837, 'y': 502}, {'x': 838, 'y': 503}, {'x': 839, 'y': 504}, {'x': 839, 'y': 505}, {'x': 840, 'y': 506}, {'x': 841, 'y': 506}, {'x': 841, 'y': 508}, {'x': 842, 'y': 509}, {'x': 842, 'y': 510}, {'x': 843, 'y': 511}, {'x': 844, 'y': 513}]",3SOfF,3lSOFF
13862,0,5,10,0,"[{'x': 839, 'y': 506}, {'x': 834, 'y': 498}, {'x': 824, 'y': 491}, {'x': 820, 'y': 489}, {'x': 816, 'y': 488}, {'x': 814, 'y': 487}, {'x': 812, 'y': 487}, {'x': 810, 'y': 487}, {'x': 808, 'y': 487}, {'x': 807, 'y': 487}, {'x': 806, 'y': 487}, {'x': 805, 'y': 487}, {'x': 804, 'y': 486}, {'x': 803, 'y': 486}, {'x': 802, 'y': 485}, {'x': 800, 'y': 484}, {'x': 799, 'y': 484}, {'x': 799, 'y': 483}, {'x': 797, 'y': 482}, {'x': 795, 'y': 480}, {'x': 793, 'y': 476}, {'x': 792, 'y': 476}, {'x': 792, 'y': 475}, {'x': 791, 'y': 474}, {'x': 791, 'y': 473}, {'x': 791, 'y': 472}, {'x': 810, 'y': 458}, {'x': 868, 'y': 436}, {'x': 894, 'y': 435}, {'x': 916, 'y': 436}, {'x': 930, 'y': 436}, {'x': 933, 'y': 434}, {'x': 944, 'y': 453}, {'x': 959, 'y': 480}, {'x': 974, 'y': 506}, {'x': 1013, 'y': 584}, {'x': 1028, 'y': 615}, {'x': 1039, 'y': 636}, {'x': 1047, 'y': 653}, {'x': 1051, 'y': 664}, {'x': 1055, 'y': 670}, {'x': 1058, 'y': 676}, {'x': 1058, 'y': 679}, {'x': 1059, 'y': 680}, {'x': 1059, 'y': 681}, {'x': 1049, 'y': 509}, {'x': 1029, 'y': 475}, {'x': 1005, 'y': 436}, {'x': 994, 'y': 419}, {'x': 986, 'y': 407}, {'x': 985, 'y': 405}, {'x': 984, 'y': 405}, {'x': 984, 'y': 405}, {'x': 966, 'y': 403}, {'x': 956, 'y': 403}, {'x': 938, 'y': 403}, {'x': 921, 'y': 403}, {'x': 899, 'y': 407}, {'x': 888, 'y': 412}, {'x': 882, 'y': 417}, {'x': 870, 'y': 422}, {'x': 865, 'y': 425}, {'x': 858, 'y': 429}, {'x': 853, 'y': 432}, {'x': 845, 'y': 436}, {'x': 841, 'y': 438}, {'x': 839, 'y': 439}, {'x': 838, 'y': 439}, {'x': 838, 'y': 439}, {'x': 837, 'y': 439}, {'x': 837, 'y': 439}, {'x': 837, 'y': 440}, {'x': 837, 'y': 441}, {'x': 836, 'y': 442}, {'x': 836, 'y': 444}, {'x': 835, 'y': 444}, {'x': 835, 'y': 444}, {'x': 835, 'y': 444}, {'x': 835, 'y': 445}, {'x': 834, 'y': 445}, {'x': 834, 'y': 445}, {'x': 833, 'y': 445}, {'x': 832, 'y': 446}, {'x': 832, 'y': 446}, {'x': 831, 'y': 446}, {'x': 829, 'y': 446}, {'x': 828, 'y': 447}, {'x': 826, 'y': 448}, {'x': 824, 'y': 448}, {'x': 824, 'y': 448}, {'x': 825, 'y': 455}, {'x': 825, 'y': 457}, {'x': 826, 'y': 463}, {'x': 827, 'y': 468}, {'x': 829, 'y': 476}, {'x': 830, 'y': 480}, {'x': 832, 'y': 488}, {'x': 835, 'y': 496}, {'x': 837, 'y': 501}, {'x': 838, 'y': 504}, {'x': 839, 'y': 505}, {'x': 839, 'y': 506}, {'x': 839, 'y': 506}, {'x': 841, 'y': 509}, {'x': 842, 'y': 512}, {'x': 844, 'y': 519}, {'x': 844, 'y': 519}, {'x': 844, 'y': 519}]",3SOfF,31S0FF
9651,0,6,18,2,"[{'x': 844, 'y': 500}, {'x': 844, 'y': 494}, {'x': 842, 'y': 487}, {'x': 839, 'y': 478}, {'x': 834, 'y': 468}, {'x': 829, 'y': 462}, {'x': 822, 'y': 458}, {'x': 817, 'y': 457}, {'x': 815, 'y': 456}, {'x': 814, 'y': 456}, {'x': 808, 'y': 456}, {'x': 808, 'y': 456}, {'x': 807, 'y': 456}, {'x': 807, 'y': 456}, {'x': 807, 'y': 456}, {'x': 806, 'y': 456}, {'x': 805, 'y': 456}, {'x': 803, 'y': 457}, {'x': 802, 'y': 458}, {'x': 800, 'y': 458}, {'x': 799, 'y': 459}, {'x': 798, 'y': 459}, {'x': 796, 'y': 459}, {'x': 794, 'y': 459}, {'x': 793, 'y': 459}, {'x': 792, 'y': 459}, {'x': 791, 'y': 458}, {'x': 790, 'y': 458}, {'x': 790, 'y': 458}, {'x': 790, 'y': 458}, {'x': 790, 'y': 458}, {'x': 794, 'y': 462}, {'x': 797, 'y': 464}, {'x': 803, 'y': 469}, {'x': 808, 'y': 474}, {'x': 813, 'y': 478}, {'x': 816, 'y': 480}, {'x': 818, 'y': 482}, {'x': 820, 'y': 483}, {'x': 822, 'y': 486}, {'x': 823, 'y': 487}, {'x': 825, 'y': 489}, {'x': 826, 'y': 492}, {'x': 827, 'y': 492}, {'x': 827, 'y': 493}, {'x': 829, 'y': 494}, {'x': 829, 'y': 495}, {'x': 830, 'y': 495}, {'x': 831, 'y': 495}]",3SOfF,3lS0FF
6179,0,7,9,0,"[{'x': 829, 'y': 483}, {'x': 826, 'y': 479}, {'x': 818, 'y': 469}, {'x': 815, 'y': 466}, {'x': 814, 'y': 465}, {'x': 812, 'y': 465}, {'x': 812, 'y': 465}, {'x': 812, 'y': 465}, {'x': 810, 'y': 464}, {'x': 810, 'y': 464}, {'x': 807, 'y': 462}, {'x': 806, 'y': 462}, {'x': 804, 'y': 461}, {'x': 803, 'y': 461}, {'x': 803, 'y': 460}, {'x': 802, 'y': 460}, {'x': 802, 'y': 459}, {'x': 801, 'y': 459}, {'x': 799, 'y': 458}, {'x': 798, 'y': 457}, {'x': 797, 'y': 456}, {'x': 796, 'y': 456}, {'x': 795, 'y': 455}, {'x': 793, 'y': 454}, {'x': 792, 'y': 454}, {'x': 792, 'y': 454}, {'x': 791, 'y': 453}, {'x': 792, 'y': 454}, {'x': 794, 'y': 455}, {'x': 799, 'y': 459}, {'x': 806, 'y': 464}, {'x': 810, 'y': 468}, {'x': 813, 'y': 471}, {'x': 817, 'y': 474}, {'x': 820, 'y': 476}, {'x': 822, 'y': 478}, {'x': 825, 'y': 480}, {'x': 826, 'y': 481}, {'x': 828, 'y': 483}, {'x': 829, 'y': 483}, {'x': 831, 'y': 484}, {'x': 832, 'y': 485}, {'x': 833, 'y': 485}, {'x': 834, 'y': 486}, {'x': 834, 'y': 486}, {'x': 834, 'y': 486}, {'x': 835, 'y': 488}]",3SOfF,3I0FF
8040,0,8,15,2,"[{'x': 836, 'y': 476}, {'x': 837, 'y': 452}, {'x': 834, 'y': 415}, {'x': 833, 'y': 405}, {'x': 832, 'y': 399}, {'x': 832, 'y': 398}, {'x': 832, 'y': 398}, {'x': 812, 'y': 399}, {'x': 804, 'y': 401}, {'x': 794, 'y': 406}, {'x': 789, 'y': 409}, {'x': 788, 'y': 411}, {'x': 787, 'y': 413}, {'x': 787, 'y': 414}, {'x': 787, 'y': 415}, {'x': 786, 'y': 417}, {'x': 785, 'y': 419}, {'x': 785, 'y': 421}, {'x': 785, 'y': 422}, {'x': 785, 'y': 423}, {'x': 785, 'y': 424}, {'x': 785, 'y': 424}, {'x': 785, 'y': 424}, {'x': 785, 'y': 425}, {'x': 785, 'y': 425}, {'x': 786, 'y': 426}, {'x': 787, 'y': 426}, {'x': 789, 'y': 429}, {'x': 792, 'y': 433}, {'x': 793, 'y': 434}, {'x': 794, 'y': 437}, {'x': 795, 'y': 438}, {'x': 795, 'y': 439}, {'x': 796, 'y': 441}, {'x': 797, 'y': 443}, {'x': 803, 'y': 450}, {'x': 811, 'y': 457}, {'x': 817, 'y': 462}, {'x': 822, 'y': 466}, {'x': 827, 'y': 470}, {'x': 830, 'y': 472}, {'x': 833, 'y': 473}, {'x': 834, 'y': 475}, {'x': 837, 'y': 476}, {'x': 839, 'y': 477}, {'x': 842, 'y': 477}, {'x': 844, 'y': 478}, {'x': 844, 'y': 478}, {'x': 846, 'y': 478}, {'x': 848, 'y': 480}, {'x': 850, 'y': 482}, {'x': 851, 'y': 483}, {'x': 852, 'y': 484}, {'x': 852, 'y': 484}, {'x': 852, 'y': 485}]",3SOfF,31S0FF
11089,0,1,10,1,"[{'x': 1012, 'y': 480}, {'x': 1003, 'y': 481}, {'x': 986, 'y': 482}, {'x': 922, 'y': 478}, {'x': 804, 'y': 462}, {'x': 721, 'y': 454}, {'x': 666, 'y': 456}, {'x': 607, 'y': 465}, {'x': 601, 'y': 465}, {'x': 600, 'y': 464}, {'x': 619, 'y': 466}, {'x': 680, 'y': 486}, {'x': 731, 'y': 499}, {'x': 788, 'y': 514}, {'x': 814, 'y': 521}, {'x': 837, 'y': 527}, {'x': 843, 'y': 528}, {'x': 847, 'y': 528}, {'x': 850, 'y': 528}, {'x': 852, 'y': 528}, {'x': 853, 'y': 528}, {'x': 854, 'y': 528}, {'x': 855, 'y': 528}, {'x': 856, 'y': 528}, {'x': 857, 'y': 528}, {'x': 851, 'y': 519}, {'x': 842, 'y': 513}, {'x': 827, 'y': 507}, {'x': 819, 'y': 507}, {'x': 811, 'y': 507}, {'x': 806, 'y': 507}, {'x': 804, 'y': 507}, {'x': 802, 'y': 507}, {'x': 801, 'y': 507}, {'x': 832, 'y': 492}, {'x': 844, 'y': 489}, {'x': 866, 'y': 483}, {'x': 882, 'y': 480}, {'x': 893, 'y': 479}, {'x': 895, 'y': 479}, {'x': 896, 'y': 478}, {'x': 896, 'y': 477}, {'x': 889, 'y': 479}, {'x': 885, 'y': 483}, {'x': 880, 'y': 490}, {'x': 876, 'y': 498}, {'x': 872, 'y': 503}, {'x': 871, 'y': 504}, {'x': 870, 'y': 504}, {'x': 870, 'y': 505}, {'x': 870, 'y': 505}, {'x': 869, 'y': 505}, {'x': 869, 'y': 509}, {'x': 870, 'y': 513}, {'x': 870, 'y': 517}, {'x': 872, 'y': 522}, {'x': 874, 'y': 526}, {'x': 876, 'y': 530}, {'x': 879, 'y': 533}, {'x': 880, 'y': 535}, {'x': 881, 'y': 538}, {'x': 883, 'y': 540}, {'x': 884, 'y': 542}, {'x': 884, 'y': 545}, {'x': 884, 'y': 547}, {'x': 883, 'y': 548}, {'x': 882, 'y': 549}, {'x': 878, 'y': 550}, {'x': 849, 'y': 561}, {'x': 828, 'y': 573}, {'x': 814, 'y': 583}, {'x': 804, 'y': 590}, {'x': 802, 'y': 590}, {'x': 802, 'y': 590}, {'x': 803, 'y': 588}, {'x': 809, 'y': 584}, {'x': 815, 'y': 580}, {'x': 823, 'y': 575}, {'x': 826, 'y': 575}, {'x': 828, 'y': 573}, {'x': 828, 'y': 573}]",1cnHX,1anHX
11651,0,2,9,1,"[{'x': 837, 'y': 506}, {'x': 839, 'y': 483}, {'x': 839, 'y': 471}, {'x': 841, 'y': 463}, {'x': 841, 'y': 462}, {'x': 843, 'y': 461}, {'x': 838, 'y': 464}, {'x': 834, 'y': 467}, {'x': 831, 'y': 469}, {'x': 829, 'y': 471}, {'x': 827, 'y': 472}, {'x': 823, 'y': 474}, {'x': 817, 'y': 475}, {'x': 811, 'y': 476}, {'x': 803, 'y': 477}, {'x': 801, 'y': 477}, {'x': 798, 'y': 477}, {'x': 798, 'y': 477}, {'x': 797, 'y': 477}, {'x': 796, 'y': 477}, {'x': 795, 'y': 477}, {'x': 794, 'y': 477}, {'x': 791, 'y': 480}, {'x': 788, 'y': 481}, {'x': 793, 'y': 482}, {'x': 800, 'y': 482}, {'x': 817, 'y': 482}, {'x': 832, 'y': 482}, {'x': 839, 'y': 482}, {'x': 843, 'y': 481}, {'x': 844, 'y': 481}, {'x': 845, 'y': 481}, {'x': 845, 'y': 486}, {'x': 845, 'y': 489}, {'x': 845, 'y': 503}, {'x': 845, 'y': 509}, {'x': 844, 'y': 513}, {'x': 844, 'y': 521}, {'x': 844, 'y': 526}, {'x': 844, 'y': 530}, {'x': 844, 'y': 533}, {'x': 844, 'y': 533}, {'x': 844, 'y': 534}, {'x': 844, 'y': 534}]",1cnHX,1dnHX
6462,1,1,7,0,"[{'x': 1159, 'y': 626}, {'x': 1135, 'y': 622}, {'x': 1051, 'y': 599}, {'x': 958, 'y': 578}, {'x': 826, 'y': 558}, {'x': 785, 'y': 554}, {'x': 747, 'y': 550}, {'x': 740, 'y': 547}, {'x': 725, 'y': 540}, {'x': 700, 'y': 530}, {'x': 658, 'y': 516}, {'x': 618, 'y': 506}, {'x': 582, 'y': 506}, {'x': 568, 'y': 508}, {'x': 561, 'y': 510}, {'x': 552, 'y': 512}, {'x': 547, 'y': 514}, {'x': 539, 'y': 516}, {'x': 534, 'y': 517}, {'x': 531, 'y': 517}, {'x': 528, 'y': 518}, {'x': 527, 'y': 518}, {'x': 527, 'y': 519}, {'x': 538, 'y': 531}, {'x': 565, 'y': 552}, {'x': 621, 'y': 574}, {'x': 649, 'y': 577}, {'x': 659, 'y': 578}, {'x': 662, 'y': 578}, {'x': 663, 'y': 578}, {'x': 673, 'y': 569}, {'x': 690, 'y': 556}, {'x': 717, 'y': 535}, {'x': 734, 'y': 524}, {'x': 751, 'y': 517}, {'x': 757, 'y': 517}, {'x': 765, 'y': 517}, {'x': 767, 'y': 517}, {'x': 770, 'y': 519}, {'x': 773, 'y': 522}, {'x': 774, 'y': 523}, {'x': 778, 'y': 526}, {'x': 781, 'y': 529}, {'x': 783, 'y': 531}, {'x': 786, 'y': 533}, {'x': 787, 'y': 534}, {'x': 788, 'y': 534}, {'x': 788, 'y': 535}, {'x': 789, 'y': 535}, {'x': 802, 'y': 520}, {'x': 807, 'y': 513}, {'x': 811, 'y': 509}, {'x': 812, 'y': 507}, {'x': 812, 'y': 506}, {'x': 812, 'y': 505}, {'x': 810, 'y': 505}, {'x': 808, 'y': 505}, {'x': 806, 'y': 506}, {'x': 806, 'y': 507}, {'x': 805, 'y': 507}, {'x': 804, 'y': 513}, {'x': 801, 'y': 522}, {'x': 799, 'y': 532}, {'x': 797, 'y': 537}, {'x': 795, 'y': 542}, {'x': 794, 'y': 545}, {'x': 793, 'y': 548}, {'x': 792, 'y': 551}, {'x': 792, 'y': 552}, {'x': 791, 'y': 552}, {'x': 791, 'y': 553}, {'x': 791, 'y': 554}, {'x': 792, 'y': 555}, {'x': 794, 'y': 556}, {'x': 797, 'y': 558}, {'x': 800, 'y': 559}, {'x': 802, 'y': 561}, {'x': 803, 'y': 562}, {'x': 805, 'y': 562}, {'x': 806, 'y': 562}, {'x': 808, 'y': 562}]",22bZ1,22bZ1
9198,1,1,7,0,"[{'x': 601, 'y': 303}, {'x': 609, 'y': 311}, {'x': 636, 'y': 333}, {'x': 648, 'y': 345}, {'x': 680, 'y': 373}, {'x': 698, 'y': 391}, {'x': 724, 'y': 428}, {'x': 731, 'y': 445}, {'x': 734, 'y': 454}, {'x': 734, 'y': 455}, {'x': 741, 'y': 463}, {'x': 754, 'y': 472}, {'x': 766, 'y': 476}, {'x': 773, 'y': 477}, {'x': 778, 'y': 477}, {'x': 783, 'y': 478}, {'x': 786, 'y': 478}, {'x': 789, 'y': 479}, {'x': 790, 'y': 480}, {'x': 791, 'y': 481}, {'x': 793, 'y': 481}, {'x': 794, 'y': 482}, {'x': 795, 'y': 484}, {'x': 800, 'y': 489}, {'x': 802, 'y': 491}, {'x': 803, 'y': 492}, {'x': 804, 'y': 493}, {'x': 804, 'y': 494}, {'x': 806, 'y': 495}, {'x': 806, 'y': 496}, {'x': 806, 'y': 498}, {'x': 806, 'y': 499}, {'x': 806, 'y': 500}, {'x': 804, 'y': 503}, {'x': 801, 'y': 506}, {'x': 798, 'y': 509}, {'x': 795, 'y': 512}, {'x': 794, 'y': 512}, {'x': 794, 'y': 513}, {'x': 793, 'y': 514}, {'x': 793, 'y': 517}, {'x': 793, 'y': 525}, {'x': 793, 'y': 532}, {'x': 793, 'y': 535}, {'x': 793, 'y': 538}, {'x': 793, 'y': 540}, {'x': 793, 'y': 541}, {'x': 793, 'y': 542}, {'x': 799, 'y': 551}, {'x': 810, 'y': 562}, {'x': 812, 'y': 564}, {'x': 817, 'y': 568}, {'x': 819, 'y': 570}, {'x': 821, 'y': 571}]",3wUF7,3wUF7
5606,1,1,7,0,"[{'x': 790, 'y': 483}, {'x': 790, 'y': 488}, {'x': 791, 'y': 493}, {'x': 793, 'y': 502}, {'x': 795, 'y': 506}, {'x': 798, 'y': 513}, {'x': 800, 'y': 518}, {'x': 800, 'y': 520}, {'x': 801, 'y': 523}, {'x': 801, 'y': 524}, {'x': 801, 'y': 526}, {'x': 800, 'y': 529}, {'x': 799, 'y': 533}, {'x': 798, 'y': 537}, {'x': 797, 'y': 538}, {'x': 796, 'y': 538}, {'x': 796, 'y': 540}, {'x': 795, 'y': 540}, {'x': 795, 'y': 541}, {'x': 793, 'y': 542}, {'x': 793, 'y': 543}, {'x': 789, 'y': 547}, {'x': 788, 'y': 548}, {'x': 787, 'y': 550}, {'x': 786, 'y': 551}, {'x': 785, 'y': 551}]",1akSq,1akSq
4217,1,1,5,0,"[{'x': 787, 'y': 487}, {'x': 787, 'y': 491}, {'x': 787, 'y': 493}, {'x': 787, 'y': 497}, {'x': 787, 'y': 501}, {'x': 787, 'y': 502}, {'x': 787, 'y': 505}, {'x': 787, 'y': 506}, {'x': 788, 'y': 510}, {'x': 789, 'y': 518}, {'x': 789, 'y': 522}, {'x': 790, 'y': 525}, {'x': 790, 'y': 527}, {'x': 790, 'y': 528}, {'x': 790, 'y': 527}, {'x': 790, 'y': 526}, {'x': 790, 'y': 522}, {'x': 789, 'y': 520}, {'x': 789, 'y': 519}, {'x': 789, 'y': 518}, {'x': 789, 'y': 517}, {'x': 789, 'y': 516}, {'x': 789, 'y': 515}, {'x': 790, 'y': 515}, {'x': 792, 'y': 513}, {'x': 793, 'y': 512}, {'x': 794, 'y': 512}, {'x': 794, 'y': 511}, {'x': 795, 'y': 511}, {'x': 795, 'y': 514}, {'x': 795, 'y': 523}, {'x': 795, 'y': 527}, {'x': 795, 'y': 534}, {'x': 795, 'y': 539}, {'x': 795, 'y': 543}, {'x': 795, 'y': 546}, {'x': 795, 'y': 547}, {'x': 795, 'y': 548}]",525sj,525sj
